,<built-in function id>,hits
4293,37751,1.0
4294,37752,1.0
4295,37753,1.0
4296,37754,0.0
4297,37755,1.0
4298,37756,1.0
4299,37757,1.0
4300,37758,1.0
4301,37759,1.0
4302,37760,1.0
4303,37761,1.0
4304,37762,0.0
4305,37763,1.0
4306,37764,0.0
4307,37765,1.0
4308,37766,1.0
4309,37767,1.0
4310,37768,1.0
4311,37769,1.0
4312,37770,1.0
4313,37771,1.0
4314,37772,1.0
4315,37773,1.0
4316,37774,1.0
4317,37775,1.0
4318,37776,1.0
4319,37777,1.0
4320,37778,0.0
4321,37779,0.0
4322,37780,1.0
4323,37781,1.0
4324,37782,1.0
4325,37783,0.0
4326,37784,1.0
4327,37785,1.0
4328,37786,1.0
4329,37787,1.0
4330,37788,1.0
4331,37789,0.0
4332,37790,1.0
4333,37791,1.0
4334,37792,1.0
4335,37793,1.0
4336,37794,1.0
4337,37795,1.0
4338,37796,1.0
4339,37797,1.0
4340,37798,1.0
4341,37799,1.0
4342,37800,1.0
4343,37801,0.0
4344,37802,1.0
4345,37803,1.0
4346,37804,0.0
4347,37805,0.0
4348,37806,1.0
4349,37807,0.0
4350,37808,0.0
4351,37809,1.0
4352,37810,1.0
4353,37811,1.0
4354,37812,1.0
4355,37813,1.0
4356,37814,1.0
4357,37815,1.0
4358,37816,1.0
4359,37817,1.0
4360,37818,1.0
4361,37819,1.0
4362,37820,1.0
4363,37821,1.0
4364,37822,1.0
4365,37823,1.0
4366,37824,1.0
4367,37825,0.0
4368,37826,1.0
4369,37827,1.0
4370,37828,1.0
4371,37829,1.0
4372,37830,0.0
4373,37831,1.0
4374,37832,1.0
4375,37833,1.0
4376,37834,0.0
4377,37835,1.0
4378,37836,0.0
4379,37837,1.0
4380,37838,1.0
4381,37839,1.0
4382,37840,1.0
4383,37841,1.0
4384,37842,1.0
4385,37843,1.0
4386,37844,0.0
4387,37845,1.0
4388,37846,1.0
4389,37847,1.0
4390,37848,1.0
4391,37849,1.0
4392,37850,1.0
4393,37851,1.0
4394,37852,1.0
4395,37853,1.0
4396,37854,1.0
4397,37855,1.0
4398,37856,0.0
4399,37857,1.0
4400,37858,1.0
4401,37859,1.0
4402,37860,1.0
4403,37861,1.0
4404,37862,1.0
4405,37863,1.0
4406,37864,1.0
4407,37865,0.0
4408,37866,1.0
4409,37867,0.0
4410,37868,1.0
4411,37869,1.0
4412,37870,1.0
4413,37871,1.0
4414,37872,1.0
4415,37873,0.0
4416,37874,1.0
4417,37875,1.0
4418,37876,1.0
4419,37877,1.0
4420,37878,0.0
4421,37879,1.0
4422,37880,1.0
4423,37881,1.0
4424,37882,1.0
4425,37883,1.0
4426,37884,1.0
4427,37885,1.0
4428,37886,1.0
4429,37887,1.0
4430,37888,1.0
4431,37889,1.0
4432,37890,1.0
4433,37891,1.0
4434,37892,1.0
4435,37893,1.0
4436,37894,1.0
4437,37895,1.0
4438,37896,1.0
4439,37897,1.0
4440,37898,1.0
4441,37899,1.0
4442,37900,1.0
4443,37901,1.0
4444,37902,1.0
4445,37903,1.0
4446,37904,1.0
4447,37905,1.0
4448,37906,1.0
4449,37907,1.0
4450,37908,1.0
4451,37909,1.0
4452,37910,1.0
4453,37911,1.0
4454,37912,1.0
4455,37913,1.0
4456,37914,1.0
4457,37915,1.0
4458,37916,1.0
4459,37917,1.0
4460,37918,1.0
4461,37919,1.0
4462,37920,1.0
4463,37921,1.0
4464,37922,1.0
4465,37923,1.0
4466,37924,1.0
4467,37925,1.0
4468,37926,1.0
4469,37927,1.0
4470,37928,0.0
4471,37929,0.0
4472,37930,1.0
4473,37931,1.0
4474,37932,1.0
4475,37933,1.0
4476,37934,0.0
4477,37935,1.0
4478,37936,1.0
4479,37937,1.0
4480,37938,0.0
4481,37939,1.0
4482,37940,1.0
4483,37941,1.0
4484,37942,1.0
4485,37943,1.0
4486,37944,1.0
4487,37945,1.0
4488,37946,1.0
4489,37947,1.0
4490,37948,1.0
4491,37949,1.0
4492,37950,1.0
4493,37951,1.0
4494,37952,1.0
4495,37953,1.0
4496,37954,1.0
4497,37955,1.0
4498,37956,1.0
4499,37957,1.0
4500,37958,1.0
4501,37959,1.0
4502,37960,0.0
4503,37961,0.0
4504,37962,1.0
4505,37963,0.0
4506,37964,1.0
4507,37965,1.0
4508,37966,1.0
4509,37967,1.0
4510,37968,1.0
4511,37969,1.0
4512,37970,1.0
4513,37971,0.0
4514,37972,0.0
4515,37973,1.0
4516,37974,1.0
4517,37975,1.0
4518,37976,1.0
4519,37977,1.0
4520,37978,1.0
4521,37979,0.0
4522,37980,1.0
4523,37981,1.0
4524,37982,1.0
4525,37983,0.0
4526,37984,1.0
4527,37985,1.0
4528,37986,1.0
4529,37987,1.0
4530,37988,1.0
4531,37989,1.0
4532,37990,1.0
4533,37991,0.0
4534,37992,1.0
4535,37993,1.0
4536,37994,0.0
4537,37995,1.0
4538,37996,1.0
4539,37997,1.0
4540,37998,1.0
4541,37999,1.0
4542,38000,1.0
4543,38001,1.0
4544,38002,1.0
4545,38003,0.0
4546,38004,1.0
4547,38005,1.0
4548,38006,1.0
4549,38007,1.0
4550,38008,1.0
4551,38009,1.0
4552,38010,1.0
4553,38011,1.0
4554,38012,1.0
4555,38013,1.0
4556,38014,1.0
4557,38015,1.0
4558,38016,1.0
4559,38017,0.0
4560,38018,1.0
4561,38019,1.0
4562,38020,1.0
4563,38021,0.0
4564,38022,1.0
4565,38023,1.0
4566,38024,1.0
4567,38025,0.0
4568,38026,1.0
4569,38027,1.0
4570,38028,1.0
4571,38029,1.0
4572,38030,1.0
4573,38031,1.0
4574,38032,1.0
4575,38033,1.0
4576,38034,1.0
4577,38035,1.0
4578,38036,1.0
4579,38037,1.0
4580,38038,1.0
4581,38039,0.0
4582,38040,0.0
4583,38041,1.0
4584,38042,1.0
4585,38043,1.0
4586,38044,0.0
4587,38045,1.0
4588,38046,1.0
4589,38047,0.0
4590,38048,0.0
4591,38049,0.0
4592,38050,1.0
4593,38051,1.0
4594,38052,1.0
4595,38053,1.0
4596,38054,1.0
4597,38055,1.0
4598,38056,1.0
4599,38057,1.0
4600,38058,1.0
4601,38059,1.0
4602,38060,1.0
4603,38061,1.0
4604,38062,1.0
4605,38063,1.0
4606,38064,1.0
4607,38065,1.0
4608,38066,1.0
4609,38067,1.0
4610,38068,1.0
4611,38069,1.0
4612,38070,1.0
4613,38071,1.0
4614,38072,1.0
4615,38073,1.0
4616,38074,1.0
4617,38075,1.0
4618,38076,1.0
4619,38077,1.0
4620,38078,1.0
4621,38079,1.0
4622,38080,1.0
4623,38081,1.0
4624,38082,1.0
4625,38083,1.0
4626,38084,1.0
4627,38085,1.0
4628,38086,0.0
4629,38087,1.0
4630,38088,0.0
4631,38089,0.0
4632,38090,1.0
4633,38091,0.0
4634,38092,1.0
4635,38093,1.0
4636,38094,1.0
4637,38095,1.0
4638,38096,1.0
4639,38097,0.0
4640,38098,1.0
4641,38099,1.0
4642,38100,1.0
4643,38101,1.0
4644,38102,0.0
4645,38103,1.0
4646,38104,1.0
4647,38105,0.0
4648,38106,1.0
4649,38107,1.0
4650,38108,1.0
4651,38109,1.0
4652,38110,1.0
4653,38111,1.0
4654,38112,1.0
4655,38113,1.0
4656,38114,1.0
4657,38115,1.0
4658,38116,1.0
4659,38117,1.0
4660,38118,1.0
4661,38119,1.0
4662,38120,1.0
4663,38121,1.0
4664,38122,1.0
4665,38123,1.0
4666,38124,1.0
4667,38125,1.0
4668,38126,1.0
4669,38127,1.0
4670,38128,1.0
4671,38129,0.0
4672,38130,1.0
4673,38131,1.0
4674,38132,1.0
4675,38133,1.0
4676,38134,1.0
4677,38135,1.0
4678,38136,1.0
4679,38137,1.0
4680,38138,1.0
4681,38139,1.0
4682,38140,1.0
4683,38141,0.0
4684,38142,0.0
4685,38143,1.0
4686,38144,1.0
4687,38145,1.0
4688,38146,1.0
4689,38147,1.0
4690,38148,1.0
4691,38149,0.0
4692,38150,1.0
4693,38151,1.0
4694,38152,0.0
4695,38153,1.0
4696,38154,1.0
4697,38155,1.0
4698,38156,1.0
4699,38157,1.0
4700,38158,1.0
4701,38159,0.0
4702,38160,1.0
4703,38161,1.0
4704,38162,1.0
4705,38163,1.0
4706,38164,0.0
4707,38165,1.0
4708,38166,1.0
4709,38167,1.0
4710,38168,1.0
4711,38169,1.0
4712,38170,1.0
4713,38171,1.0
4714,38172,1.0
4715,38173,1.0
4716,38174,1.0
4717,38175,0.0
4718,38176,1.0
4719,38177,1.0
4720,38178,1.0
4721,38179,1.0
4722,38180,1.0
4723,38181,1.0
4724,38182,1.0
4725,38183,0.0
4726,38184,1.0
4727,38185,0.0
4728,38186,0.0
4729,38187,0.0
4730,38188,0.0
4731,38189,0.0
4732,38190,0.0
4733,38191,0.0
4734,38192,0.0
4735,38193,0.0
4736,38194,0.0
4737,38195,0.0
4738,38196,1.0
4739,38197,0.0
4740,38198,0.0
4741,38199,0.0
4742,38200,0.0
4743,38201,0.0
4744,38202,0.0
4745,38203,0.0
4746,38204,0.0
4747,38205,0.0
4748,38206,1.0
4749,38207,0.0
4750,38208,0.0
4751,38209,1.0
4752,38210,0.0
4753,38211,1.0
4754,38212,1.0
4755,38213,0.0
4756,38214,1.0
4757,38215,0.0
4758,38216,0.0
4759,38217,0.0
4760,38218,0.0
4761,38219,0.0
4762,38220,1.0
4763,38221,1.0
4764,38222,0.0
4765,38223,0.0
4766,38224,0.0
4767,38225,0.0
4768,38226,0.0
4769,38227,0.0
4770,38228,0.0
4771,38229,0.0
4772,38230,0.0
4773,38231,1.0
4774,38232,1.0
4775,38233,0.0
4776,38234,0.0
4777,38235,0.0
4778,38236,0.0
4779,38237,0.0
4780,38238,0.0
4781,38239,0.0
4782,38240,0.0
4783,38241,0.0
4784,38242,0.0
4785,38243,1.0
4786,38244,0.0
4787,38245,0.0
4788,38246,0.0
4789,38247,1.0
4790,38248,0.0
4791,38249,0.0
4792,38250,1.0
4793,38251,0.0
4794,38252,0.0
4795,38253,0.0
4796,38254,0.0
4797,38255,1.0
4798,38256,1.0
4799,38257,0.0
4800,38258,0.0
4801,38259,1.0
4802,38260,0.0
4803,38261,1.0
4804,38262,0.0
4805,38263,0.0
4806,38264,0.0
4807,38265,1.0
4808,38266,0.0
4809,38267,0.0
4810,38268,0.0
4811,38269,0.0
4812,38270,1.0
4813,38271,0.0
4814,38272,0.0
4815,38273,1.0
4816,38274,0.0
4817,38275,0.0
4818,38276,0.0
4819,38277,0.0
4820,38278,1.0
4821,38279,0.0
4822,38280,1.0
4823,38281,0.0
4824,38282,1.0
4825,38283,0.0
4826,38284,1.0
4827,38285,1.0
4828,38286,0.0
4829,38287,0.0
4830,38288,0.0
4831,38289,0.0
4832,38290,0.0
4833,38291,1.0
4834,38292,0.0
4835,38293,0.0
4836,38294,1.0
4837,38295,0.0
4838,38296,0.0
4839,38297,1.0
4840,38298,0.0
4841,38299,0.0
4842,38300,0.0
4843,38301,0.0
4844,38302,0.0
4845,38303,0.0
4846,38304,1.0
4847,38305,1.0
4848,38306,1.0
4849,38307,0.0
4850,38308,0.0
4851,38309,0.0
4852,38310,0.0
4853,38311,0.0
4854,38312,0.0
4855,38313,0.0
4856,38314,1.0
4857,38315,0.0
4858,38316,0.0
4859,38317,0.0
4860,38318,0.0
4861,38319,0.0
4862,38320,1.0
4863,38321,0.0
4864,38322,0.0
4865,38323,0.0
4866,38324,0.0
4867,38325,0.0
4868,38326,0.0
4869,38327,0.0
4870,38328,0.0
4871,38329,0.0
4872,38330,1.0
4873,38331,0.0
4874,38332,0.0
4875,38333,0.0
4876,38334,1.0
4877,38335,0.0
4878,38336,0.0
4879,38337,0.0
4880,38338,1.0
4881,38339,0.0
4882,38340,0.0
4883,38341,0.0
4884,38342,0.0
4885,38343,0.0
4886,38344,0.0
4887,38345,1.0
4888,38346,1.0
4889,38347,0.0
4890,38348,0.0
4891,38349,0.0
4892,38350,0.0
4893,38351,0.0
4894,38352,0.0
4895,38353,0.0
4896,38354,0.0
4897,38355,0.0
4898,38356,0.0
4899,38357,1.0
4900,38358,0.0
4901,38359,0.0
4902,38360,0.0
4903,38361,0.0
4904,38362,0.0
4905,38363,0.0
4906,38364,0.0
4907,38365,0.0
4908,38366,0.0
4909,38367,0.0
4910,38368,0.0
4911,38369,1.0
4912,38370,0.0
4913,38371,0.0
4914,38372,0.0
4915,38373,0.0
4916,38374,0.0
4917,38375,0.0
4918,38376,0.0
4919,38377,0.0
4920,38378,0.0
4921,38379,1.0
4922,38380,0.0
4923,38381,0.0
4924,38382,0.0
4925,38383,0.0
4926,38384,0.0
4927,38385,0.0
4928,38386,0.0
4929,38387,0.0
4930,38388,0.0
4931,38389,0.0
4932,38390,0.0
4933,38391,0.0
4934,38392,0.0
4935,38393,0.0
4936,38394,0.0
4937,38395,0.0
4938,38396,0.0
4939,38397,1.0
4940,38398,0.0
4941,38399,0.0
4942,38400,0.0
4943,38401,1.0
4944,38402,0.0
4945,38403,0.0
4946,38404,0.0
4947,38405,0.0
4948,38406,0.0
4949,38407,0.0
4950,38408,1.0
4951,38409,0.0
4952,38410,0.0
4953,38411,0.0
4954,38412,0.0
4955,38413,0.0
4956,38414,0.0
4957,38415,0.0
4958,38416,1.0
4959,38417,0.0
4960,38418,1.0
4961,38419,0.0
4962,38420,0.0
4963,38421,0.0
4964,38422,0.0
4965,38423,0.0
4966,38424,0.0
4967,38425,1.0
4968,38426,0.0
4969,38427,1.0
4970,38428,0.0
4971,38429,0.0
4972,38430,1.0
4973,38431,0.0
4974,38432,0.0
4975,38433,0.0
4976,38434,0.0
4977,38435,0.0
4978,38436,0.0
4979,38437,0.0
4980,38438,0.0
4981,38439,0.0
4982,38440,0.0
4983,38441,0.0
4984,38442,0.0
4985,38443,0.0
4986,38444,0.0
4987,38445,0.0
4988,38446,0.0
4989,38447,0.0
4990,38448,0.0
4991,38449,0.0
4992,38450,0.0
4993,38451,1.0
4994,38452,0.0
4995,38453,1.0
4996,38454,0.0
4997,38455,0.0
4998,38456,0.0
4999,38457,1.0
5000,38458,0.0
5001,38459,0.0
5002,38460,0.0
5003,38461,0.0
5004,38462,0.0
5005,38463,0.0
5006,38464,0.0
5007,38465,0.0
5008,38466,1.0
5009,38467,0.0
5010,38468,0.0
5011,38469,0.0
5012,38470,0.0
5013,38471,0.0
5014,38472,0.0
5015,38473,0.0
5016,38474,0.0
5017,38475,0.0
5018,38476,0.0
5019,38477,0.0
5020,38478,0.0
5021,38479,0.0
5022,38480,1.0
5023,38481,0.0
5024,38482,0.0
5025,38483,0.0
5026,38484,1.0
5027,38485,0.0
5028,38486,0.0
5029,38487,0.0
5030,38488,0.0
5031,38489,0.0
5032,38490,0.0
5033,38491,0.0
5034,38492,1.0
5035,38493,0.0
5036,38494,0.0
5037,38495,0.0
5038,38496,0.0
5039,38497,0.0
5040,38498,0.0
5041,38499,0.0
5042,38500,1.0
5043,38501,0.0
5044,38502,0.0
5045,38503,0.0
5046,38504,0.0
5047,38505,0.0
5048,38506,0.0
5049,38507,0.0
5050,38508,0.0
5051,38509,0.0
5052,38510,0.0
5053,38511,1.0
5054,38512,0.0
5055,38513,0.0
5056,38514,0.0
5057,38515,0.0
5058,38516,0.0
5059,38517,0.0
5060,38518,0.0
5061,38519,0.0
5062,38520,1.0
5063,38521,0.0
5064,38522,0.0
5065,38523,1.0
5066,38524,0.0
5067,38525,1.0
5068,38526,0.0
5069,38527,0.0
5070,38528,0.0
5071,38529,0.0
5072,38530,0.0
5073,38531,0.0
5074,38532,0.0
5075,38533,0.0
5076,38534,0.0
5077,38535,0.0
5078,38536,0.0
5079,38537,0.0
5080,38538,1.0
5081,38539,1.0
5082,38540,0.0
5083,38541,0.0
5084,38542,0.0
5085,38543,0.0
5086,38544,0.0
5087,38545,0.0
5088,38546,0.0
5089,38547,0.0
5090,38548,0.0
5091,38549,0.0
5092,38550,0.0
5093,38551,0.0
5094,38552,0.0
5095,38553,0.0
5096,38554,1.0
5097,38555,0.0
5098,38556,0.0
5099,38557,0.0
5100,38558,0.0
5101,38559,0.0
5102,38560,0.0
5103,38561,0.0
5104,38562,0.0
5105,38563,0.0
5106,38564,0.0
5107,38565,0.0
5108,38566,1.0
5109,38567,1.0
5110,38568,0.0
5111,38569,0.0
5112,38570,0.0
5113,38571,0.0
5114,38572,0.0
5115,38573,0.0
5116,38574,0.0
5117,38575,0.0
5118,38576,0.0
5119,38577,0.0
5120,38578,0.0
5121,38579,1.0
5122,38580,0.0
5123,38581,0.0
5124,38582,0.0
5125,38583,0.0
5126,38584,1.0
5127,38585,0.0
5128,38586,1.0
5129,38587,0.0
5130,38588,0.0
5131,38589,0.0
5132,38590,0.0
5133,38591,0.0
5134,38592,1.0
5135,38593,0.0
5136,38594,0.0
5137,38595,0.0
5138,38596,0.0
5139,38597,0.0
5140,38598,0.0
5141,38599,0.0
5142,38600,1.0
5143,38601,0.0
5144,38602,1.0
5145,38603,0.0
5146,38604,0.0
5147,38605,1.0
5148,38606,0.0
5149,38607,0.0
5150,38608,0.0
5151,38609,0.0
5152,38610,1.0
5153,38611,0.0
5154,38612,1.0
5155,38613,0.0
5156,38614,0.0
5157,38615,0.0
5158,38616,1.0
5159,38617,0.0
5160,38618,1.0
5161,38619,0.0
5162,38620,0.0
5163,38621,0.0
5164,38622,0.0
5165,38623,0.0
5166,38624,1.0
5167,38625,0.0
5168,38626,1.0
5169,38627,0.0
5170,38628,1.0
5171,38629,0.0
5172,38630,1.0
5173,38631,0.0
5174,38632,0.0
5175,38633,0.0
5176,38634,0.0
5177,38635,0.0
5178,38636,0.0
5179,38637,0.0
5180,38638,0.0
5181,38639,1.0
5182,38640,0.0
5183,38641,0.0
5184,38642,0.0
5185,38643,0.0
5186,38644,0.0
5187,38645,0.0
5188,38646,1.0
5189,38647,1.0
5190,38648,0.0
5191,38649,0.0
5192,38650,0.0
5193,38651,0.0
5194,38652,0.0
5195,38653,0.0
5196,38654,1.0
5197,38655,1.0
5198,38656,0.0
5199,38657,0.0
5200,38658,0.0
5201,38659,0.0
5202,38660,1.0
5203,38661,0.0
5204,38662,0.0
5205,38663,0.0
5206,38664,0.0
5207,38665,1.0
5208,38666,0.0
5209,38667,1.0
5210,38668,0.0
5211,38669,0.0
5212,38670,0.0
5213,38671,0.0
5214,38672,0.0
5215,38673,1.0
5216,38674,0.0
5217,38675,0.0
5218,38676,0.0
5219,38677,1.0
5220,38678,1.0
5221,38679,1.0
5222,38680,0.0
5223,38681,0.0
5224,38682,0.0
5225,38683,1.0
5226,38684,0.0
5227,38685,0.0
5228,38686,0.0
5229,38687,1.0
5230,38688,1.0
5231,38689,1.0
5232,38690,1.0
5233,38691,1.0
5234,38692,1.0
5235,38693,0.0
5236,38694,1.0
5237,38695,1.0
5238,38696,1.0
5239,38697,1.0
5240,38698,1.0
5241,38699,1.0
5242,38700,1.0
5243,38701,0.0
5244,38702,0.0
5245,38703,1.0
5246,38704,1.0
5247,38705,1.0
5248,38706,1.0
5249,38707,1.0
5250,38708,1.0
5251,38709,1.0
5252,38710,1.0
5253,38711,1.0
5254,38712,1.0
5255,38713,1.0
5256,38714,1.0
5257,38715,0.0
5258,38716,1.0
5259,38717,1.0
5260,38718,1.0
5261,38719,1.0
5262,38720,1.0
5263,38721,0.0
5264,38722,1.0
5265,38723,0.0
5266,38724,1.0
5267,38725,1.0
5268,38726,1.0
5269,38727,1.0
5270,38728,0.0
5271,38729,1.0
5272,38730,1.0
5273,38731,1.0
5274,38732,1.0
5275,38733,1.0
5276,38734,1.0
5277,38735,1.0
5278,38736,1.0
5279,38737,0.0
5280,38738,1.0
5281,38739,1.0
5282,38740,1.0
5283,38741,0.0
5284,38742,1.0
5285,38743,1.0
5286,38744,1.0
5287,38745,1.0
5288,38746,1.0
5289,38747,1.0
5290,38748,1.0
5291,38749,1.0
5292,38750,0.0
5293,38751,0.0
5294,38752,1.0
5295,38753,1.0
5296,38754,0.0
5297,38755,1.0
5298,38756,0.0
5299,38757,1.0
5300,38758,1.0
5301,38759,1.0
5302,38760,1.0
5303,38761,0.0
5304,38762,1.0
5305,38763,1.0
5306,38764,1.0
5307,38765,0.0
5308,38766,1.0
5309,38767,1.0
5310,38768,1.0
5311,38769,1.0
5312,38770,1.0
5313,38771,1.0
5314,38772,1.0
5315,38773,1.0
5316,38774,1.0
5317,38775,1.0
5318,38776,1.0
5319,38777,1.0
5320,38778,1.0
5321,38779,0.0
5322,38780,1.0
5323,38781,0.0
5324,38782,1.0
5325,38783,1.0
5326,38784,1.0
5327,38785,1.0
5328,38786,1.0
5329,38787,1.0
5330,38788,1.0
5331,38789,1.0
5332,38790,1.0
5333,38791,1.0
5334,38792,1.0
5335,38793,1.0
5336,38794,1.0
5337,38795,1.0
5338,38796,1.0
5339,38797,0.0
5340,38798,1.0
5341,38799,1.0
5342,38800,0.0
5343,38801,1.0
5344,38802,1.0
5345,38803,0.0
5346,38804,1.0
5347,38805,0.0
5348,38806,0.0
5349,38807,1.0
5350,38808,1.0
5351,38809,1.0
5352,38810,1.0
5353,38811,1.0
5354,38812,1.0
5355,38813,1.0
5356,38814,1.0
5357,38815,1.0
5358,38816,1.0
5359,38817,1.0
5360,38818,1.0
5361,38819,1.0
5362,38820,1.0
5363,38821,1.0
5364,38822,1.0
5365,38823,0.0
5366,38824,1.0
5367,38825,1.0
5368,38826,1.0
5369,38827,1.0
5370,38828,1.0
5371,38829,1.0
5372,38830,1.0
5373,38831,1.0
5374,38832,0.0
5375,38833,1.0
5376,38834,1.0
5377,38835,1.0
5378,38836,1.0
5379,38837,1.0
5380,38838,1.0
5381,38839,1.0
5382,38840,1.0
5383,38841,0.0
5384,38842,1.0
5385,38843,1.0
5386,38844,1.0
5387,38845,1.0
5388,38846,1.0
5389,38847,1.0
5390,38848,1.0
5391,38849,1.0
5392,38850,1.0
5393,38851,1.0
5394,38852,1.0
5395,38853,1.0
5396,38854,1.0
5397,38855,1.0
5398,38856,1.0
5399,38857,0.0
5400,38858,1.0
5401,38859,1.0
5402,38860,1.0
5403,38861,1.0
5404,38862,1.0
5405,38863,1.0
5406,38864,1.0
5407,38865,1.0
5408,38866,1.0
5409,38867,1.0
5410,38868,1.0
5411,38869,1.0
5412,38870,1.0
5413,38871,0.0
5414,38872,1.0
5415,38873,0.0
5416,38874,1.0
5417,38875,1.0
5418,38876,1.0
5419,38877,1.0
5420,38878,1.0
5421,38879,1.0
5422,38880,0.0
5423,38881,1.0
5424,38882,1.0
5425,38883,1.0
5426,38884,1.0
5427,38885,1.0
5428,38886,1.0
5429,38887,1.0
5430,38888,1.0
5431,38889,1.0
5432,38890,1.0
5433,38891,1.0
5434,38892,1.0
5435,38893,1.0
5436,38894,1.0
5437,38895,1.0
5438,38896,1.0
5439,38897,0.0
5440,38898,0.0
5441,38899,1.0
5442,38900,1.0
5443,38901,1.0
5444,38902,1.0
5445,38903,1.0
5446,38904,0.0
5447,38905,1.0
5448,38906,1.0
5449,38907,1.0
5450,38908,1.0
5451,38909,0.0
5452,38910,1.0
5453,38911,1.0
5454,38912,1.0
5455,38913,1.0
5456,38914,1.0
5457,38915,1.0
5458,38916,1.0
5459,38917,1.0
5460,38918,1.0
5461,38919,1.0
5462,38920,1.0
5463,38921,1.0
5464,38922,1.0
5465,38923,1.0
5466,38924,1.0
5467,38925,0.0
5468,38926,1.0
5469,38927,1.0
5470,38928,1.0
5471,38929,1.0
5472,38930,1.0
5473,38931,1.0
5474,38932,0.0
5475,38933,1.0
5476,38934,1.0
5477,38935,1.0
5478,38936,1.0
5479,38937,0.0
5480,38938,1.0
5481,38939,1.0
5482,38940,1.0
5483,38941,1.0
5484,38942,1.0
5485,38943,1.0
5486,38944,0.0
5487,38945,1.0
5488,38946,0.0
5489,38947,1.0
5490,38948,1.0
5491,38949,1.0
5492,38950,0.0
5493,38951,1.0
5494,38952,1.0
5495,38953,1.0
5496,38954,1.0
5497,38955,1.0
5498,38956,1.0
5499,38957,1.0
5500,38958,1.0
5501,38959,1.0
5502,38960,1.0
5503,38961,1.0
5504,38962,1.0
5505,38963,0.0
5506,38964,0.0
5507,38965,1.0
5508,38966,0.0
5509,38967,1.0
5510,38968,1.0
5511,38969,1.0
5512,38970,1.0
5513,38971,1.0
5514,38972,1.0
5515,38973,1.0
5516,38974,1.0
5517,38975,1.0
5518,38976,1.0
5519,38977,1.0
5520,38978,1.0
5521,38979,0.0
5522,38980,1.0
5523,38981,0.0
5524,38982,1.0
5525,38983,1.0
5526,38984,1.0
5527,38985,1.0
5528,38986,1.0
5529,38987,1.0
5530,38988,1.0
5531,38989,1.0
5532,38990,1.0
5533,38991,1.0
5534,38992,1.0
5535,38993,1.0
5536,38994,1.0
5537,38995,1.0
5538,38996,1.0
5539,38997,1.0
5540,38998,1.0
5541,38999,1.0
5542,39000,1.0
5543,39001,1.0
5544,39002,1.0
5545,39003,0.0
5546,39004,1.0
5547,39005,1.0
5548,39006,1.0
5549,39007,1.0
5550,39008,1.0
5551,39009,1.0
5552,39010,1.0
5553,39011,1.0
5554,39012,1.0
5555,39013,0.0
5556,39014,1.0
5557,39015,1.0
5558,39016,1.0
5559,39017,1.0
5560,39018,0.0
5561,39019,0.0
5562,39020,1.0
5563,39021,1.0
5564,39022,1.0
5565,39023,1.0
5566,39024,1.0
5567,39025,1.0
5568,39026,1.0
5569,39027,1.0
5570,39028,1.0
5571,39029,1.0
5572,39030,1.0
5573,39031,1.0
5574,39032,1.0
5575,39033,1.0
5576,39034,1.0
5577,39035,1.0
5578,39036,1.0
5579,39037,1.0
5580,39038,1.0
5581,39039,1.0
5582,39040,1.0
5583,39041,1.0
5584,39042,1.0
5585,39043,1.0
5586,39044,1.0
5587,39045,0.0
5588,39046,1.0
5589,39047,1.0
5590,39048,1.0
5591,39049,1.0
5592,39050,1.0
5593,39051,0.0
5594,39052,1.0
5595,39053,1.0
5596,39054,1.0
5597,39055,1.0
5598,39056,1.0
5599,39057,1.0
5600,39058,1.0
5601,39059,1.0
5602,39060,1.0
5603,39061,1.0
5604,39062,1.0
5605,39063,0.0
5606,39064,1.0
5607,39065,1.0
5608,39066,1.0
5609,39067,1.0
5610,39068,1.0
5611,39069,1.0
5612,39070,1.0
5613,39071,1.0
5614,39072,1.0
5615,39073,1.0
5616,39074,1.0
5617,39075,1.0
5618,39076,1.0
5619,39077,1.0
5620,39078,1.0
5621,39079,1.0
5622,39080,1.0
5623,39081,1.0
5624,39082,1.0
5625,39083,1.0
5626,39084,1.0
5627,39085,1.0
5628,39086,1.0
5629,39087,1.0
5630,39088,1.0
5631,39089,1.0
5632,39090,1.0
5633,39091,1.0
5634,39092,1.0
5635,39093,1.0
5636,39094,1.0
5637,39095,1.0
5638,39096,1.0
5639,39097,1.0
5640,39098,1.0
5641,39099,1.0
5642,39100,1.0
5643,39101,1.0
5644,39102,1.0
5645,39103,1.0
5646,39104,1.0
5647,39105,1.0
5648,39106,1.0
5649,39107,1.0
5650,39108,1.0
5651,39109,0.0
5652,39110,1.0
5653,39111,1.0
5654,39112,1.0
5655,39113,1.0
5656,39114,1.0
5657,39115,1.0
5658,39116,1.0
5659,39117,1.0
5660,39118,1.0
5661,39119,0.0
5662,39120,1.0
5663,39121,1.0
5664,39122,1.0
5665,39123,0.0
5666,39124,1.0
5667,39125,1.0
5668,39126,1.0
5669,39127,1.0
5670,39128,1.0
5671,39129,1.0
5672,39130,1.0
5673,39131,1.0
5674,39132,1.0
5675,39133,1.0
5676,39134,1.0
5677,39135,1.0
5678,39136,1.0
5679,39137,1.0
5680,39138,1.0
5681,39139,1.0
5682,39140,1.0
5683,39141,1.0
5684,39142,1.0
5685,39143,1.0
5686,39144,0.0
5687,39145,1.0
5688,39146,1.0
5689,39147,1.0
5690,39148,1.0
